"id","page_id","created_at","table_count","changed_tables"
20181501,2369166,2005-08-03T10:48:30Z,2,2
20424487,2121823,2005-08-06T19:10:26Z,1,1
21168875,168327,2005-08-16T21:47:07Z,0,4
21189768,276447,2005-08-17T02:59:03Z,1,2
21425567,158177,2005-08-20T11:09:05Z,1,2
21648778,251212,2005-08-23T14:21:29Z,2,2
21764953,95737,2005-08-25T00:06:54Z,2,2
21782017,57570,2005-08-25T05:12:40Z,9,2
21829576,155141,2005-08-25T20:21:05Z,1,2
22206828,2515870,2005-08-30T22:36:36Z,2,2
22250358,670910,2005-08-31T13:27:17Z,6,2
22661196,27687,2005-09-06T00:58:29Z,3,3
22977035,44848,2005-09-10T15:06:20Z,0,1
23008161,6412297,2005-09-11T00:57:24Z,1,2
23315400,50405,2005-09-16T00:16:41Z,3,3
23595245,1280856,2005-09-20T13:09:58Z,75,2
23799749,1459249,2005-09-23T02:08:47Z,0,1
23823756,2680529,2005-09-23T11:06:02Z,3,3
24399074,29589,2005-09-30T13:41:46Z,12,2
24676666,32693,2005-10-03T21:48:54Z,0,3
24703554,2167483,2005-10-04T04:11:39Z,0,1
24873006,2844351,2005-10-06T05:18:20Z,1,1
24897692,15912,2005-10-06T14:28:25Z,0,1
25052141,2811248,2005-10-08T11:27:14Z,2,2
25156651,2636867,2005-10-09T22:53:49Z,1,1
25310308,2659542,2005-10-11T22:32:53Z,0,7
25515253,2901418,2005-10-14T16:19:54Z,34,2
25603069,85846,2005-10-15T19:22:16Z,0,1
25689216,2921186,2005-10-16T22:11:53Z,1,2
26415789,2992608,2005-10-25T04:44:12Z,1,1
26741844,3015439,2005-10-28T21:53:40Z,3,3
26818430,181415,2005-10-29T20:33:59Z,1,1
26850272,3033373,2005-10-30T04:23:34Z,1,1
27000182,5981,2005-10-31T19:59:08Z,0,1
27216617,1015583,2005-11-03T02:56:50Z,12,2
27318752,3075011,2005-11-04T04:21:46Z,3,1
27346499,3077733,2005-11-04T13:09:03Z,2,2
27381413,1046206,2005-11-04T20:20:11Z,4,2
27660894,1133961,2005-11-07T23:02:04Z,0,1
27819009,73139,2005-11-09T13:32:18Z,12,4
27893943,19331,2005-11-10T05:14:03Z,11,8
28358980,34059,2005-11-15T03:01:04Z,0,1
28441828,2786,2005-11-15T22:19:46Z,0,3
28790427,2429942,2005-11-20T00:35:17Z,2,2
28841121,1142605,2005-11-20T17:36:03Z,69,69
28894068,670013,2005-11-21T09:10:30Z,3,2
29031588,570280,2005-11-23T04:01:59Z,6,2
29154835,3191930,2005-11-24T19:40:26Z,10,2
29464505,1007885,2005-11-28T08:39:17Z,0,1
29527985,2284772,2005-11-28T22:31:36Z,1,2
29610323,5703,2005-11-29T18:27:56Z,2,2
29617135,9707,2005-11-29T19:47:25Z,2,2
29663906,9539126,2005-11-30T04:51:32Z,1,2
29789136,382068,2005-12-01T09:28:00Z,3,2
30528382,29240,2005-12-07T23:29:38Z,24,2
30637307,226999,2005-12-08T21:44:29Z,2,4
30929316,2724616,2005-12-11T14:19:42Z,11,3
30969467,2995553,2005-12-11T21:39:11Z,24,4
31100299,1267260,2005-12-12T21:28:27Z,1,1
31675966,552381,2005-12-17T00:28:45Z,4,4
32654722,482533,2005-12-25T03:44:07Z,2,2
32726276,9287211,2005-12-26T02:00:16Z,8,8
32948730,1481666,2005-12-28T03:00:40Z,2,2
33333596,2224313,2005-12-31T03:19:24Z,22,6
33407037,3581195,2005-12-31T19:58:01Z,1,1
33632701,46393,2006-01-02T20:30:36Z,0,1
33669835,3601869,2006-01-03T01:35:43Z,2,2
33849340,59033,2006-01-04T15:13:32Z,2,2
33854176,332751,2006-01-04T16:03:58Z,4,2
34196079,1126926,2006-01-07T02:49:04Z,2,2
34339671,1191032,2006-01-08T07:06:05Z,0,1
35065183,3259109,2006-01-13T21:38:54Z,3,3
35447179,277289,2006-01-16T21:09:26Z,0,6
35945719,456614,2006-01-20T12:21:04Z,2,2
36055324,3425695,2006-01-21T05:37:02Z,4,2
36104191,595,2006-01-21T17:21:08Z,15,11
36296778,44275267,2006-01-23T01:48:35Z,2,2
36569053,1600453,2006-01-25T00:02:54Z,6,2
36616055,190883,2006-01-25T07:57:47Z,1,1
36929129,26805,2006-01-27T11:21:16Z,0,2
37497960,3881235,2006-01-31T10:17:05Z,4,2
37854991,6037917,2006-02-02T15:53:01Z,2,2
38190291,256620,2006-02-04T20:41:11Z,6,2
38473833,3979621,2006-02-06T15:57:54Z,2,2
38682650,3990125,2006-02-07T23:18:19Z,4,4
38782155,700310,2006-02-08T16:51:29Z,6,2
39385895,575509,2006-02-12T20:52:26Z,5,5
39405099,47645,2006-02-12T23:08:09Z,0,2
39750566,16193,2006-02-15T16:44:20Z,2,2
40142967,1446408,2006-02-18T13:20:34Z,2,2
40156529,4116376,2006-02-18T16:12:58Z,3,3
40712329,26230922,2006-02-22T14:13:32Z,2,2
40772972,964142,2006-02-22T22:47:27Z,2,2
41813812,4242822,2006-03-01T22:43:26Z,4,4
41999017,19147,2006-03-03T03:17:01Z,1,2
42076856,1137578,2006-03-03T17:42:16Z,2,2
42506348,4138268,2006-03-06T17:43:22Z,45,11
42791417,3992765,2006-03-08T10:46:17Z,4,2
42980640,266590,2006-03-09T15:40:42Z,8,4
43284976,4353478,2006-03-11T13:02:39Z,4,4
43393026,3058028,2006-03-12T04:53:52Z,6,6
43649460,3358025,2006-03-14T00:45:44Z,4,4
44082266,840351,2006-03-16T18:01:47Z,6,2
44181758,2262832,2006-03-17T07:52:03Z,3,2
44476159,739735,2006-03-19T08:03:50Z,1,2
44533504,410340,2006-03-19T18:45:26Z,0,1
44815445,2330697,2006-03-21T14:18:07Z,6,2
44833395,971451,2006-03-21T17:36:54Z,1,1
44987687,495896,2006-03-22T19:49:55Z,64,40
45234442,4497777,2006-03-24T07:47:57Z,2,2
45280761,7960202,2006-03-24T16:31:58Z,0,2
45492728,2380385,2006-03-26T00:42:11Z,0,1
45627737,32070,2006-03-26T23:47:33Z,0,2
45985022,26989,2006-03-29T08:46:36Z,4,4
46150743,3980367,2006-03-30T11:00:05Z,2,2
46190430,4416557,2006-03-30T17:40:20Z,6,3
46232075,3469326,2006-03-30T22:41:58Z,1,1
46323645,314269,2006-03-31T14:58:34Z,0,1
46351147,2597803,2006-03-31T18:49:36Z,2,1
46512319,4321873,2006-04-01T22:39:28Z,2,2
46683256,3974262,2006-04-03T02:41:08Z,2,2
46989863,27718,2006-04-04T21:51:05Z,8,2
47010566,228753,2006-04-05T00:19:05Z,2,2
47308872,4368850,2006-04-06T21:26:59Z,1,2
47489036,246185,2006-04-08T00:52:02Z,1,2
47773679,2326622,2006-04-10T08:23:26Z,2,3
47854209,3218316,2006-04-10T21:19:13Z,1,1
48358423,449612,2006-04-14T01:40:32Z,0,8
48801615,30858187,2006-04-17T04:56:28Z,8,8
48814885,10851639,2006-04-17T07:43:54Z,1,2
48832221,2271177,2006-04-17T12:01:12Z,2,2
49123388,89443,2006-04-19T05:46:10Z,2,2
49408315,41525,2006-04-21T06:35:23Z,0,1
49427498,22667,2006-04-21T11:06:57Z,8,2
49938033,2240187,2006-04-24T16:31:44Z,2,2
49989468,342431,2006-04-24T22:38:01Z,0,2
50385769,2998352,2006-04-27T06:48:24Z,7,2
50705750,4939408,2006-04-29T06:52:18Z,2,2
50916276,4957518,2006-04-30T18:05:09Z,6,6
52211284,710034,2006-05-08T21:44:25Z,1,1
52640130,2572919,2006-05-11T10:59:11Z,2,2
52962653,5125509,2006-05-13T06:13:06Z,2,2
53365388,18567040,2006-05-15T19:10:23Z,0,3
53571090,895551,2006-05-16T20:50:23Z,4,4
53860430,59879,2006-05-18T14:12:37Z,0,3
53988911,723489,2006-05-19T05:58:02Z,7,7
54153716,173961,2006-05-20T06:35:16Z,2,2
54187114,35283,2006-05-20T13:31:13Z,0,1
54244221,4489,2006-05-20T20:50:13Z,0,2
54324006,215829,2006-05-21T08:23:38Z,9,9
54509760,1649321,2006-05-22T11:28:28Z,6,2
54679507,4177677,2006-05-23T09:35:10Z,2,2
54969162,2197326,2006-05-24T22:45:48Z,1,2
54975684,1243547,2006-05-24T23:29:00Z,6,4
55058176,1515537,2006-05-25T12:40:02Z,0,2
55138991,37589,2006-05-25T21:24:18Z,1,2
55150057,421853,2006-05-25T22:27:51Z,3,2
55764673,39470,2006-05-29T17:21:00Z,5,1
56204011,4447,2006-05-31T21:27:46Z,2,2
56493461,5064468,2006-06-02T13:39:00Z,1,2
56562774,1946457,2006-06-02T21:15:46Z,0,2
56885036,4350302,2006-06-04T21:05:30Z,1,2
57161279,232175,2006-06-06T11:28:02Z,2,2
57534770,25453345,2006-06-08T14:12:08Z,2,2
58084229,2532140,2006-06-11T20:14:44Z,6,2
58363091,184474,2006-06-13T09:32:28Z,6,2
58541021,5555789,2006-06-14T07:36:34Z,2,2
58584318,5559175,2006-06-14T14:46:47Z,6,6
59382728,62676,2006-06-19T03:55:09Z,7,2
59400128,4469143,2006-06-19T06:45:47Z,8,2
59653272,29247,2006-06-20T17:08:59Z,0,1
60027955,5668667,2006-06-22T17:35:03Z,6,6
60051955,2260589,2006-06-22T20:04:21Z,6,3
60275659,391834,2006-06-24T02:32:26Z,1,2
60603720,2228370,2006-06-26T04:33:20Z,6,11
60862926,3109101,2006-06-27T16:51:06Z,5,2
61222752,351542,2006-06-29T16:52:12Z,4,2
61487433,5188509,2006-07-01T03:27:28Z,5,3
61549691,322147,2006-07-01T15:14:40Z,2,2
61655480,242370,2006-07-02T07:27:53Z,63,4
61703052,2801833,2006-07-02T16:25:55Z,6,8
61729064,5800959,2006-07-02T19:45:16Z,6,6
61862615,36322,2006-07-03T15:49:31Z,0,1
62109607,22705,2006-07-05T00:58:47Z,1,14
62145022,18787,2006-07-05T07:03:13Z,8,2
62176252,174151,2006-07-05T13:06:01Z,3,3
62690931,5878930,2006-07-08T07:11:53Z,4,4
63051714,5906381,2006-07-10T14:49:01Z,6,6
63395792,4542094,2006-07-12T11:44:55Z,1,1
63501416,27862,2006-07-12T23:24:44Z,0,3
63556326,611129,2006-07-13T06:28:26Z,1,2
63822028,5943211,2006-07-14T18:16:31Z,6,4
63909668,62676,2006-07-15T05:07:39Z,9,2
64015828,5979840,2006-07-15T21:30:25Z,1,1
64061419,963737,2006-07-16T03:29:17Z,1,1
64801608,5467649,2006-07-20T05:54:47Z,20,12
65162297,6066207,2006-07-22T05:15:32Z,1,1
65207498,976217,2006-07-22T13:51:40Z,6,2
65365868,702389,2006-07-23T12:14:39Z,28,2
65649368,620793,2006-07-24T23:22:48Z,0,6
65677270,963048,2006-07-25T02:40:05Z,2,1
65765141,1460055,2006-07-25T14:47:05Z,0,2
65786291,13631667,2006-07-25T16:55:28Z,0,5
65842986,3813320,2006-07-25T22:06:25Z,9,2
65859660,904166,2006-07-25T23:53:06Z,0,3
65887808,1130247,2006-07-26T03:08:17Z,2,2
65905761,21171444,2006-07-26T05:27:22Z,0,1
66076877,149655,2006-07-27T01:44:02Z,1,30
66346552,11173692,2006-07-28T13:27:10Z,3,3
66428156,1681603,2006-07-28T22:24:23Z,2,2
66793604,187239,2006-07-31T03:40:35Z,16,2
66796294,2312097,2006-07-31T04:02:53Z,15,15
67102097,1222985,2006-08-01T20:05:44Z,3,2
67175555,2699650,2006-08-02T03:54:18Z,1,2
68218198,3940942,2006-08-07T16:54:29Z,0,6
68538071,78023,2006-08-09T03:36:29Z,8,6
68816395,55904,2006-08-10T13:59:24Z,15,2
68870291,5203666,2006-08-10T19:15:27Z,4,4
69074781,6230558,2006-08-11T19:44:14Z,17,4
69898007,4114314,2006-08-15T22:07:21Z,5,2
70400762,1203954,2006-08-18T11:03:46Z,1,1
70448208,79820,2006-08-18T16:29:56Z,6,4
70467426,421853,2006-08-18T20:45:57Z,14,2
70502529,2965136,2006-08-19T00:14:47Z,2,2
70638499,840915,2006-08-19T20:14:24Z,0,2
70714576,2169767,2006-08-20T05:25:00Z,2,2
70791056,65529,2006-08-20T17:22:12Z,3,2
70843168,269340,2006-08-20T22:15:25Z,5,2
71098243,5983623,2006-08-22T03:30:45Z,6,2
71135249,3119036,2006-08-22T09:31:28Z,8,2
71763230,5865106,2006-08-25T06:50:03Z,2,4
72045105,6702006,2006-08-26T18:47:21Z,34,21
72461677,204971,2006-08-28T20:39:38Z,0,2
72504939,354295,2006-08-29T00:24:33Z,4,2
72681622,5262764,2006-08-29T20:52:24Z,2,2
72878183,3029374,2006-08-30T19:45:22Z,6,2
73236177,730403,2006-09-01T15:25:30Z,24,24
73452981,4848143,2006-09-02T20:28:09Z,0,2
73575068,417547,2006-09-03T14:11:08Z,4,2
73707398,209373,2006-09-04T05:57:34Z,3,2
73750819,825716,2006-09-04T13:08:45Z,2,2
74014039,65459,2006-09-05T20:49:15Z,2,2
74104799,14790,2006-09-06T09:44:49Z,0,2
74229710,2638004,2006-09-06T23:33:26Z,4,2
74259878,3978258,2006-09-07T02:55:35Z,0,1
74736756,3294281,2006-09-09T16:35:18Z,1,2
74809444,4444245,2006-09-10T00:09:46Z,32,32
74949986,1719958,2006-09-10T19:13:07Z,3,4
75371678,267577,2006-09-12T21:38:10Z,0,2
75524871,881960,2006-09-13T16:00:29Z,3,3
75780909,4745869,2006-09-14T22:37:18Z,2,2
75979217,7010963,2006-09-16T02:12:01Z,2,2
76114602,502359,2006-09-16T21:30:29Z,2,2
76220999,780619,2006-09-17T13:17:17Z,26,4
76323786,2219231,2006-09-18T00:38:07Z,3,2
77365132,11217925,2006-09-23T15:16:13Z,12,2
77454574,6896307,2006-09-24T01:17:09Z,4,2
78007787,2320366,2006-09-27T00:07:12Z,2,2
78185318,784781,2006-09-27T21:58:42Z,6,2
78553761,323710,2006-09-29T19:19:30Z,4,1
78633349,1004014,2006-09-30T04:19:55Z,3,3
79212367,700310,2006-10-03T08:59:35Z,14,5
79623281,2490952,2006-10-05T09:46:33Z,3,2
79648929,3141659,2006-10-05T13:54:16Z,42,2
80480484,6390754,2006-10-09T20:45:23Z,2,2
80642793,5016387,2006-10-10T16:58:20Z,10,2
80995092,242974,2006-10-12T12:12:39Z,4,2
81168767,377622,2006-10-13T07:27:27Z,2,2
81196758,7423372,2006-10-13T12:22:29Z,12,2
81271867,153364,2006-10-13T20:09:39Z,2,2
81707084,702389,2006-10-16T02:07:15Z,1,2
81755968,32374,2006-10-16T09:22:45Z,0,6
81972684,150340,2006-10-17T10:46:28Z,10,10
82047327,15573,2006-10-17T19:04:10Z,0,3
82123308,14975,2006-10-18T01:47:37Z,6,2
82992231,2984300,2006-10-22T12:39:55Z,4,2
83134188,14640471,2006-10-23T03:06:49Z,0,2
83182458,3564347,2006-10-23T10:43:17Z,0,1
83267504,6005420,2006-10-23T19:49:58Z,1,2
83522756,1986724,2006-10-24T23:07:43Z,4,4
83754171,5680317,2006-10-26T01:04:33Z,26,28
83766403,7115770,2006-10-26T02:23:40Z,21,2
84222404,630747,2006-10-28T12:14:10Z,2,2
84312212,3703149,2006-10-28T22:15:47Z,4,2
84356309,18271,2006-10-29T03:23:12Z,0,2
84972315,469260,2006-11-01T03:50:51Z,2,6
85510125,730322,2006-11-03T18:03:55Z,3,2
85657697,7772165,2006-11-04T13:42:00Z,2,2
85873800,454272,2006-11-05T17:23:10Z,4,2
86041116,14653,2006-11-06T13:08:53Z,0,2
86082067,31056,2006-11-06T17:35:30Z,2,2
86087176,69918,2006-11-06T18:04:15Z,14,2
86274844,1001231,2006-11-07T14:43:02Z,2,2
86750105,31730,2006-11-09T17:28:30Z,1,2
87017059,22093,2006-11-10T21:36:43Z,8,2
87627208,26997138,2006-11-13T22:25:50Z,5,2
87674441,6171783,2006-11-14T02:24:50Z,13,2
87685927,372836,2006-11-14T03:31:34Z,6,4
87738620,52625,2006-11-14T11:15:20Z,0,3
88130316,3744098,2006-11-16T03:07:21Z,3,3
88683610,455874,2006-11-18T21:31:56Z,16,4
88903106,230107,2006-11-19T23:58:02Z,2,2
89241029,2159211,2006-11-21T15:19:36Z,0,12
89272417,193342,2006-11-21T18:17:36Z,3,2
89553260,38776,2006-11-23T00:11:17Z,6,2
89952146,19283806,2006-11-25T03:12:28Z,19,2
90227727,5444587,2006-11-26T15:14:51Z,6,6
90245399,3941629,2006-11-26T17:06:27Z,2,2
90310306,374833,2006-11-26T22:56:19Z,2,2
90367012,48596,2006-11-27T04:11:07Z,3,3
90897936,28431,2006-11-29T14:00:12Z,6,4
91147264,1287110,2006-11-30T13:29:16Z,8,2
91305591,648118,2006-12-01T03:39:18Z,2,2
91583631,1188541,2006-12-02T12:57:20Z,4,2
91631888,7756924,2006-12-02T19:02:00Z,3,3
91977357,2316631,2006-12-04T11:22:10Z,6,4
91994336,573110,2006-12-04T14:01:25Z,0,3
92079466,566569,2006-12-04T21:41:54Z,0,1
92757930,1354779,2006-12-07T19:37:01Z,1,1
92831895,3765806,2006-12-08T01:36:36Z,2,2
92986420,4683903,2006-12-08T19:33:30Z,50,2
93025717,5081318,2006-12-08T22:34:07Z,0,4
93707903,57357,2006-12-12T01:10:28Z,4,2
93953901,8411559,2006-12-13T01:23:33Z,2,2
94049351,12437,2006-12-13T13:35:36Z,3,2
94307767,169252,2006-12-14T16:42:31Z,0,2
94408553,5302235,2006-12-15T00:47:48Z,10,2
94906458,5034626,2006-12-17T16:27:22Z,3,2
94974876,3556471,2006-12-17T23:05:09Z,2,2
94983368,4390706,2006-12-17T23:53:26Z,16,2
95377275,3373268,2006-12-19T21:15:03Z,15,2
95451813,8524610,2006-12-20T04:03:19Z,1,1
95518973,341894,2006-12-20T14:21:05Z,1,2
95605804,47139,2006-12-20T22:26:58Z,8,2
95891921,3963940,2006-12-22T08:30:37Z,6,2
95967900,1081521,2006-12-22T19:23:05Z,0,1
96080973,941852,2006-12-23T10:05:57Z,0,6
96161791,2161110,2006-12-23T21:15:29Z,2,2
96171492,70155,2006-12-23T22:20:14Z,14,2
96696678,3615512,2006-12-27T06:30:26Z,194,2
97053359,239112,2006-12-29T02:04:10Z,2,1
97412594,430459,2006-12-30T22:17:01Z,4,4
98057346,594388,2007-01-03T00:22:26Z,0,6
98513208,2419014,2007-01-04T22:41:11Z,2,2
98917103,1443084,2007-01-06T18:48:38Z,2,2
99020399,1569972,2007-01-07T03:41:25Z,3,2
99193405,195856,2007-01-07T22:50:16Z,1,2
99615602,894013,2007-01-09T20:49:53Z,6,5
99942857,8867116,2007-01-11T06:39:48Z,4,4
99980712,7597825,2007-01-11T13:00:17Z,2,2
100017571,4815926,2007-01-11T16:53:26Z,0,2
100098236,3546963,2007-01-11T23:02:54Z,8,4
100328792,5919849,2007-01-12T23:27:36Z,0,3
100382377,8898707,2007-01-13T04:51:18Z,2,2
100416976,8901174,2007-01-13T10:15:24Z,1,1
100428741,19012,2007-01-13T12:24:40Z,4,2
100545602,421853,2007-01-13T23:54:32Z,0,3
100706864,1779040,2007-01-14T19:22:48Z,1,2
100903582,7683330,2007-01-15T17:24:58Z,6,6
100925853,8939394,2007-01-15T19:19:13Z,1,1
100979810,7120096,2007-01-15T23:29:39Z,0,1
101484727,8980490,2007-01-18T03:26:07Z,4,4
101733929,13035,2007-01-19T05:37:50Z,1,1
101826340,78255,2007-01-19T18:06:17Z,3,2
101862354,4914453,2007-01-19T21:08:05Z,2,1
101961873,41771187,2007-01-20T07:34:42Z,11,2
101977198,93380,2007-01-20T10:30:09Z,2,2
102167304,1793476,2007-01-21T06:34:05Z,5,2
102238052,256004,2007-01-21T17:05:33Z,0,4
102355654,32090,2007-01-22T03:15:31Z,20,2
102433852,1338835,2007-01-22T14:25:26Z,2,2
102435516,37080,2007-01-22T14:36:24Z,0,1
102472635,9051643,2007-01-22T17:59:50Z,2,2
102643480,1718234,2007-01-23T11:18:14Z,0,1
102654119,9061034,2007-01-23T12:52:54Z,2,2
102730264,15794,2007-01-23T19:46:24Z,0,1
102939524,1423646,2007-01-24T17:37:42Z,1,2
103224507,9113982,2007-01-25T21:02:27Z,3,3
104236795,127590,2007-01-30T02:20:21Z,20,4
104291173,2202906,2007-01-30T08:16:01Z,2,3
104330810,893041,2007-01-30T14:19:06Z,0,2
104659378,9148559,2007-01-31T20:18:18Z,2,2
104697963,33308,2007-01-31T22:54:09Z,0,3
104849339,5928035,2007-02-01T15:04:51Z,2,2
105414704,440652,2007-02-03T21:29:32Z,2,2
105598790,6840854,2007-02-04T17:18:29Z,1,1
105822623,2500470,2007-02-05T16:36:04Z,3,3
105909290,200694,2007-02-05T22:51:06Z,2,2
105994532,7958128,2007-02-06T06:11:18Z,14,14
106364889,16095,2007-02-07T18:24:53Z,0,6
106621878,4274363,2007-02-08T17:53:44Z,9,2
106852694,31161,2007-02-09T15:50:45Z,0,5
107140545,1735780,2007-02-10T19:50:19Z,2,2
107146536,7945420,2007-02-10T20:19:27Z,4,2
107483824,5397974,2007-02-12T04:09:01Z,20,10
107682415,277030,2007-02-12T23:14:36Z,17,2
107833441,343560,2007-02-13T15:38:17Z,0,2
108374628,594639,2007-02-15T18:00:54Z,1,1
108731777,9060092,2007-02-17T00:19:56Z,12,2
108811653,3828418,2007-02-17T09:22:44Z,73,2
109339944,97670,2007-02-19T17:42:51Z,3,2
109751628,3260698,2007-02-21T05:51:45Z,2,2
109858511,69708,2007-02-21T17:57:50Z,6,2
110755938,1140847,2007-02-25T04:43:57Z,4,2
110878497,1562179,2007-02-25T19:00:52Z,2,4
111002462,71870,2007-02-26T04:30:44Z,0,2
111280410,8133574,2007-02-27T06:58:54Z,2,2
111315405,44519,2007-02-27T12:29:43Z,6,6
111463170,785198,2007-02-28T00:43:32Z,2,2
111749758,999957,2007-03-01T03:48:50Z,10,2
111769388,3452257,2007-03-01T05:59:47Z,2,2
111818368,827818,2007-03-01T13:26:40Z,2,2
111838702,9790533,2007-03-01T15:24:45Z,2,2
111878683,4502,2007-03-01T18:33:33Z,0,8
112030020,1627404,2007-03-02T08:04:58Z,9,9
112078155,6479315,2007-03-02T14:48:19Z,5,2
112086609,6611,2007-03-02T15:30:11Z,0,8
112138055,61708,2007-03-02T19:25:59Z,2,2
112291577,8943712,2007-03-03T09:41:45Z,3,3
112325689,65220,2007-03-03T14:25:49Z,0,4
113118285,5668,2007-03-06T18:54:10Z,0,2
113271804,6528154,2007-03-07T08:07:21Z,8,2
113427795,186260,2007-03-07T22:42:16Z,3,2
113592177,4687387,2007-03-08T15:54:41Z,4,2
113697117,939583,2007-03-08T23:25:11Z,5,2
113998267,4277518,2007-03-10T04:40:43Z,1,1
114538689,4993996,2007-03-12T13:44:43Z,6,2
114759855,7253511,2007-03-13T09:29:26Z,2,2
114824550,667089,2007-03-13T16:19:15Z,6,2
115445760,127590,2007-03-16T00:25:44Z,20,8
115646522,496677,2007-03-16T21:22:03Z,0,2
115916658,57317,2007-03-18T01:19:26Z,2,2
116314384,16509,2007-03-19T18:22:23Z,12,2
116377805,10149715,2007-03-19T22:40:57Z,2,2
