currentRowCount,currentColumnCount,currentCellCount,unmatchedTableRatio,unmatchedRowRatio,isContributorAnonymous,timeOfDay,dayOfWeek,isMinorEdit,commentLength,isBot,hasPreviousSameContributor,timeSinceLastArticleEdit,sizeChange,timeSinceLastArticleEditBySameContributor,revertCount,ratioOffAllEditsToContributorEdits,contributorRevertedBeforeInThatArticleCount,cellCountChange,rowCountChange,columnCountChange,sharedCellRatio,isRankChange,ratioOfNumericalCharsToAllChars,ratioOfAlphanumericCharsToAllChars,ratioOfUppercaseCharsToAllChars,ratioOfUppercaseCharsToLowercaseChars,lengthOfLongestConsecutiveSequenceOfSingleChar,lengthOfLongestToken,previousLength,offensiveWordCountInTables,offensiveWordCountInComment,averageRelativeFrequencyOfNewAddedWords,LZWCompressionRate,KLDOfCharDistribution,isCommentDeleted,isContributorDeleted,revision_id,tag_id
3,7,21,1.0,0.0,0,8,5,1,15,0,0,730,103,0,0,0.051282052,0,0.0,0.0,0.0,0.9285714285714286,0,0.05479452,0.69863015,0.14383562,0.28767124,2,16,131,1,0,1.0,1.1666666666666667,533.0076335877864,0,0,313153991,12
30,8,240,1.0,0.0,0,3,1,1,33,0,0,118935,82,-1,0,0.01724138,0,0.0,0.0,0.0,0.9857142857142858,0,0.041696794,0.8040492,0.089178115,0.13247404,3,29,4227,3,0,1.0,0.457982181555502,0.0,0,0,566234046,12
7,4,28,1.0,0.0,1,19,7,0,0,0,0,4131,18,-1,0,0.004347826,0,0.0,0.0,0.0,1.0,0,0.028854363,0.80587333,0.1451255,0.22966766,2,16,5857,7,0,3.0,0.2649616368286445,656.4999146320642,0,0,249241897,12
0,0,0,1.0,1.0,0,23,6,0,234,0,0,195859,1568,-1,0,0.011904762,0,0.0,0.0,0.0,1.0,0,0.013251784,0.7910296,0.0254842,0.03387534,3,42,234,0,0,1.8647059,0.5333333333333333,83886.40124320127,0,0,565119644,4
0,0,0,1.0,1.0,0,23,6,0,234,0,0,195859,1568,-1,0,0.011904762,0,0.0,0.0,0.0,1.0,0,0.013251784,0.7910296,0.0254842,0.03387534,3,42,234,0,0,1.8647059,0.5333333333333333,83886.40124320127,0,0,565119644,11
35,4,140,1.0,-0.02857142857142857,1,22,6,0,16,0,0,14,-3918,-1,0,0.015873017,0,-16.0,-4.0,0.0,1.0,0,0.10532341,0.8294219,0.1282198,0.21517771,3,13,1949,0,0,1.0,0.42873497424155693,1641.5523858388917,0,0,173567104,1
97,6,582,1.0,0.0,1,11,4,0,0,0,0,16216,-14,-1,0,0.0038910506,0,0.0,0.0,0.0,0.9987277353689568,1,0.07576176,0.70486975,0.14765719,0.30669215,3,25,10910,12,0,1.0,0.3586346490017481,28.908524289642532,0,0,504252204,2
13,3,39,1.0,0.07692307692307693,1,14,1,0,0,0,0,626,67,-1,0,0.023809524,0,0.0,0.0,0.0,0.9761904761904762,0,0.15030304,0.5709091,0.094545454,0.28996283,3,12,807,0,0,1.0,0.6042908224076281,2052.3142503097897,0,0,497063899,2
13,3,39,1.0,0.07692307692307693,1,14,1,0,0,0,0,626,67,-1,0,0.023809524,0,0.0,0.0,0.0,0.9761904761904762,0,0.15030304,0.5709091,0.094545454,0.28996283,3,12,807,0,0,1.0,0.6042908224076281,2052.3142503097897,0,0,497063899,11
39,5,195,1.0,0.0,1,20,7,0,9,0,1,2,128,2,0,0.23076923,0,0.0,0.0,0.0,0.9863013698630136,0,0.0012780719,0.70768666,0.12908527,0.22359267,2,18,5483,1,0,1.0,0.4371006025196275,667.9749528846737,0,0,223984303,12
6,2,12,1.0,0.0,1,19,1,0,75,0,0,135740,-40,-1,0,0.0037453184,0,0.0,0.0,0.0,0.9545454545454546,0,0.0,0.8144105,0.115720525,0.165625,2,13,431,0,0,1.125,0.5283842794759825,2076.5104408352663,0,0,631363077,12
12,7,84,1.0,0.08333333333333333,1,13,1,0,37,0,0,2886,2075,-1,0,0.005376344,0,7.0,1.0,0.0,0.9661016949152542,0,0.03049589,0.745956,0.057411827,0.087563194,3,19,7465,3,0,1.1,0.35966763386969136,4386.6705961152065,0,0,757920947,3
12,7,84,1.0,0.08333333333333333,1,13,1,0,37,0,0,2886,2075,-1,0,0.005376344,0,7.0,1.0,0.0,0.9661016949152542,0,0.03049589,0.745956,0.057411827,0.087563194,3,19,7465,3,0,1.1,0.35966763386969136,4386.6705961152065,0,0,757920947,5
110,4,440,1.0,0.0,1,22,3,0,21,0,0,70299,0,-1,0,0.006134969,0,0.0,0.0,0.0,0.9994397759103641,0,0.23112732,0.7754152,0.085933566,0.18748285,3,21,7948,0,1,0,0.2578007045797685,0.0,0,0,354624928,12
51,4,204,1.0,0.0,0,18,4,0,0,0,0,298,-4,-1,0,5.437738E-4,0,0.0,0.0,0.0,0.9927007299270073,0,0.021982951,0.7889188,0.12606551,0.19670984,3,14,4479,6,0,1.0,0.3574270557029178,0.4572449207412369,0,0,466038070,12
20,14,280,1.0,0.0,0,14,7,0,39,0,1,4498,282,3116,0,0.20505992,9,0.0,0.0,0.0,0.9984709480122324,0,0.09993594,0.6960282,0.12363869,0.2616949,7,14,3096,5,0,1.0,0.36637390213299875,1557.8294573643411,0,0,384394462,12
18,4,72,1.0,0.0,1,0,3,0,16,0,0,1701,-7954,-1,0,3.0835645E-4,0,0.0,0.0,0.0,0.9953703703703703,0,0.073766716,0.7943753,0.13201168,0.22428198,3,15,6487,8,0,1.0,0.38650683878899644,1101.2538307384,0,0,375826874,2
18,4,72,1.0,0.0,1,0,3,0,16,0,0,1701,-7954,-1,0,3.0835645E-4,0,0.0,0.0,0.0,0.9953703703703703,0,0.073766716,0.7943753,0.13201168,0.22428198,3,15,6487,8,0,1.0,0.38650683878899644,1101.2538307384,0,0,375826874,11
12,13,156,1.0,0.0,0,8,7,0,20,0,0,466,-968,3913,2,0.1724138,2,-13.0,-1.0,0.0,0.9968553459119497,0,0.05518018,0.6321321,0.14151652,0.325,10,15,2733,9,0,1.0,0.3953163229639986,0.0,0,0,734427714,12
1,4,4,1.0,0.0,0,16,3,1,35,0,0,2190,-12,-1,0,0.018181818,0,0.0,0.0,0.0,0.75,0,0.0,0.69142854,0.10285714,0.17475729,2,19,154,11,0,1.0,0.8971428571428571,1174.7186147186146,0,0,266992585,12
12,4,48,1.0,-0.08333333333333333,0,14,4,0,52,0,0,8,0,35,5,0.01396648,0,-4.0,-1.0,0.0,1.0,0,0.017832648,0.8010974,0.100137174,0.14658634,2,24,759,0,0,1.1666666,0.6378600823045267,225.30698287220028,0,0,396133071,12
33,8,264,1.0,0.0,0,13,4,0,96,0,0,0,1795,-1,2,4.777831E-4,0,0.0,0.0,0.0,0.9892795883361921,1,0.17818181,0.8033058,0.09685951,0.1833542,3,36,3035,2,0,1.0,0.32264462809917355,760.5011451761962,0,0,326725414,12
186,7,1302,1.0,0.010752688172043012,0,6,4,0,0,0,0,10738,2164,-1,0,8.9605735E-4,0,14.0,2.0,0.0,0.9983370288248337,0,0.06074049,0.6507422,0.08036172,0.1576833,3,15,11731,13,0,1.125,0.40495377046399184,1479.479669252408,0,0,776311394,3
8,4,32,1.0,0.0,0,19,4,1,25,0,0,23458,-8,8264,0,0.0044563278,0,0.0,0.0,0.0,0.96875,0,0.10137795,0.7440945,0.09744094,0.17870036,3,18,1024,1,0,1.0,0.6083984375,4.0,0,0,608725752,12
8,4,32,1.0,0.0,1,2,2,0,67,0,0,1,25,1,0,0.006521739,1,0.0,0.0,0.0,0.99375,0,0.029221049,0.8101255,0.049588494,0.067807205,3,18,23995,36,0,1.0,0.3578163771712159,3960.4624296728507,0,0,435384170,2
16,4,64,1.0,0.0,1,2,5,0,17,0,1,2,597,0,0,0.007444169,0,0.0,0.0,0.0,0.98,0,0.043333333,0.74333334,0.12111111,0.20921305,3,18,932,1,0,0,0.6677777777777778,0.0,0,0,377413189,12
16,4,64,1.0,0.0,1,12,7,0,38,0,0,3404,-158,-1,0,0.0019607844,0,0.0,0.0,0.0,0.9833333333333333,0,0.0,0.7507147,0.0754717,0.11320755,2,31,1842,6,0,1.1428572,0.5697738554881412,549.8023887079262,0,0,147845601,12
2,4,8,1.0,0.0,0,17,3,1,159,0,0,1406,-1,757142,0,0.0010487677,2,0.0,0.0,0.0,0.96875,0,0.016625784,0.7999455,0.05696375,0.078424014,2,56,3629,1,0,1.125,0.440150295222759,3602.8772664645926,0,0,237533666,12
1,2,2,1.0,0.0,0,11,3,0,23,0,1,11359,8584,10063,0,0.45454547,0,0.0,0.0,0.0,0.75,0,0.07806955,0.6763662,0.11142655,0.22886297,3,19,1120,0,0,1.8235294,0.5558698727015559,22666.057142857164,0,0,716180357,12
8,6,48,1.0,0.125,1,10,5,0,21,0,1,4,893,2,0,0.0025421036,1,6.0,1.0,0.0,0.975609756097561,0,0.08141878,0.7593712,0.083031036,0.13956639,3,15,2360,8,0,1.5384616,0.49979846835953246,7510.345762711876,0,0,122456894,2
8,6,48,1.0,0.125,1,10,5,0,21,0,1,4,893,2,0,0.0025421036,1,6.0,1.0,0.0,0.975609756097561,0,0.08141878,0.7593712,0.083031036,0.13956639,3,15,2360,8,0,1.5384616,0.49979846835953246,7510.345762711876,0,0,122456894,11
24,6,144,1.0,0.0,1,16,4,0,21,0,1,14,87,5,0,0.04017857,0,0.0,0.0,0.0,0.9967320261437909,0,0.10013025,0.7634321,0.10224683,0.1831972,2,33,6142,1,0,1.0,0.22641206675224648,128.37512211006188,0,0,505442126,12
225,4,900,1.0,0.0,0,14,3,1,29,1,0,11583,-105,-1,0,0.0054054055,0,0.0,0.0,0.0,0.996116504854369,1,0.017510487,0.78845966,0.1336455,0.20970458,3,18,20503,14,0,1.0,0.328588143525741,394.8066136662928,0,0,372213356,12
34,6,204,1.0,0.08823529411764706,0,6,3,0,17,0,0,494,1473,1199,0,0.011538462,0,12.0,2.0,0.0,0.9607843137254902,0,0.280083,0.5580913,0.0186722,0.072,3,12,1919,0,0,1.1,0.35632780082987553,935.9541427826991,0,0,506349039,12
21,8,168,1.0,0.047619047619047616,0,4,5,0,17,0,0,1632,1283,2812,0,0.5169492,0,8.0,1.0,0.0,0.9900990099009901,0,0.15197133,0.6433692,0.09139785,0.22849463,2,23,2726,0,0,1.2857143,0.3695340501792115,3533.2883345561268,0,0,797131972,12
0,0,0,1.0,1.0,1,12,5,0,0,0,0,9249,182,-1,0,5.527916E-4,0,0.0,0.0,0.0,1.0,0,0.0776699,0.76375407,0.08737864,0.14594595,3,11,336,2,0,1.0,0.8252427184466019,0.0,0,0,376249401,2
0,0,0,1.0,1.0,1,12,5,0,0,0,0,9249,182,-1,0,5.527916E-4,0,0.0,0.0,0.0,1.0,0,0.0776699,0.76375407,0.08737864,0.14594595,3,11,336,2,0,1.0,0.8252427184466019,0.0,0,0,376249401,11
27,3,81,1.0,0.0,1,18,4,0,16,0,1,8,-2036,6,0,0.1875,0,0.0,0.0,0.0,0.4177215189873418,0,0.0,0.7971275,0.13345303,0.20108205,2,16,1671,2,0,0,0.476361460203471,0.0,0,0,805048832,12
84,4,336,1.0,-0.011904761904761904,0,3,2,0,105,0,0,373,-564,2,0,7.815553E-4,0,-4.0,-1.0,0.0,0.9954128440366973,0,0.07936141,0.7748727,0.12679315,0.22294548,3,16,4292,9,0,1.0,0.4834177798249655,2784.0298229263753,0,0,683258093,12
56,3,168,1.0,0.0,0,16,1,0,23,0,0,144,0,3083,7,0.12043051,1578,0.0,0.0,0.0,0.9965277777777778,0,0.06605306,0.7449919,0.048998374,0.07778255,2,15,3712,5,0,1.0,0.4098892191299649,134.3448275862069,0,0,534178708,12
14,6,84,1.0,0.0,1,10,5,0,18,0,1,1,-15,1,0,0.015957447,0,0.0,0.0,0.0,0.9925373134328358,0,0.08537313,0.70567167,0.09552239,0.18202503,3,11,1681,1,0,1.0,0.48896839594514013,156.5544318857823,0,0,774272307,5
14,6,84,1.0,0.0,1,10,5,0,18,0,1,1,-15,1,0,0.015957447,0,0.0,0.0,0.0,0.9925373134328358,0,0.08537313,0.70567167,0.09552239,0.18202503,3,11,1681,1,0,1.0,0.48896839594514013,156.5544318857823,0,0,774272307,11
14,3,42,1.0,0.07142857142857142,1,8,3,0,10,0,0,10897,510,-1,0,0.0043290043,0,3.0,1.0,0.0,0.9861111111111112,0,0.07490145,0.74507225,0.09855454,0.1724138,3,10,760,1,0,1.0,0.5361366622864652,680.4210526315788,0,0,183140654,12
12,4,48,1.0,0.0,1,10,7,0,21,0,0,820,-36,4,0,0.005540166,0,0.0,0.0,0.0,0.96875,1,0.03982136,0.5284704,0.08150353,0.20018281,3,11,2687,2,0,1.0,0.39449199851135097,822.0200967621884,0,0,549135422,5
12,4,48,1.0,0.0,1,10,7,0,21,0,0,820,-36,4,0,0.005540166,0,0.0,0.0,0.0,0.96875,1,0.03982136,0.5284704,0.08150353,0.20018281,3,11,2687,2,0,1.0,0.39449199851135097,822.0200967621884,0,0,549135422,11
3,7,21,1.0,0.0,0,6,2,0,0,0,1,2,-1013,1,0,0.23076923,0,0.0,0.0,0.0,0.9666666666666667,0,0.0,0.752,0.072,0.105882354,2,11,250,0,0,0,0.9126984126984127,0.0,0,0,391595442,12
21,4,84,1.0,0.0,0,5,4,1,0,0,0,812030,-36033,-1,0,0.04761905,0,-134.0,0.0,-10.0,1.0,0,0.048284624,0.75603557,0.099110544,0.16283925,2,23,2380,0,0,1.0,0.6017478152309613,0.0,0,0,234724080,1
0,0,0,1.0,1.0,0,21,6,1,0,0,1,9632,28,9632,0,0.5065502,2,0.0,0.0,0.0,1.0,0,0.12875684,0.71516395,0.087090164,0.1744186,3,13,2928,1,0,0,0.4164681864579789,0.0,0,0,547880647,12
5,1,5,1.0,0.0,1,4,4,0,17,0,0,69,29,85,0,0.0056926,2,0.0,0.0,0.0,0.9882352941176471,0,0.13904439,0.68945014,0.092826456,0.20286418,4,21,23020,1,0,1.0,0.27785477300407374,985.5666377063419,0,0,434530203,5
5,1,5,1.0,0.0,1,4,4,0,17,0,0,69,29,85,0,0.0056926,2,0.0,0.0,0.0,0.9882352941176471,0,0.13904439,0.68945014,0.092826456,0.20286418,4,21,23020,1,0,1.0,0.27785477300407374,985.5666377063419,0,0,434530203,11
5,12,60,1.0,0.0,0,18,7,0,24,0,0,5015,1477,3,0,0.006369427,0,0.0,0.0,0.0,0.8478260869565217,0,0.27480915,0.67175573,0.091603056,0.3,2,10,261,0,0,1.0,0.9242424242424242,211.8620689655172,0,0,509287847,12
14,6,84,1.0,0.0,0,10,4,0,105,0,1,3,-243,1,0,0.5858586,0,0.0,0.0,0.0,0.994535519125683,0,0.17460747,0.76881427,0.12533839,0.26732102,2,31,3701,0,0,1.1,0.3035040431266846,1256.13617941097,0,0,763282544,12
38,9,342,1.0,0.0,1,17,4,0,0,0,1,6,14,1,0,0.017886179,0,0.0,0.0,0.0,0.9975,0,0.06257015,0.72727275,0.11419753,0.20744139,3,26,3576,2,0,0,0.5081096196868009,0.0,0,0,752511100,12
7,5,35,1.0,0.14285714285714285,1,0,2,0,70,0,0,88617,1144,2,0,0.008547009,0,11.0,1.0,1.0,0.9545454545454546,0,0.06919275,0.74629325,0.100494236,0.17428571,2,11,1097,0,0,1.0,0.5747126436781609,7311.7520510483055,0,0,556029677,12
61,6,366,1.0,0.0,0,12,4,0,21,0,0,2,341,0,0,0.024193548,1,0.0,0.0,0.0,0.9970059880239521,0,0.072760925,0.8644454,0.15933362,0.2519703,5,33,7024,6,0,0,0.3044529805093185,0.0,0,0,609663692,2
61,6,366,1.0,0.0,0,12,4,0,21,0,0,2,341,0,0,0.024193548,1,0.0,0.0,0.0,0.9970059880239521,0,0.072760925,0.8644454,0.15933362,0.2519703,5,33,7024,6,0,0,0.3044529805093185,0.0,0,0,609663692,11
14,5,70,1.0,0.2857142857142857,1,3,2,0,0,0,0,1596,18307,2088,5,0.015172414,16,20.0,4.0,0.0,0.7424242424242424,0,0.047078963,0.8059063,0.06912048,0.100217186,3,24,4048,7,0,1.2674419,0.4556149732620321,31416.769065978522,0,0,87685927,3
54,2,108,1.0,0.0,0,21,4,0,3,0,0,125138,-425,-1,0,0.006329114,0,0.0,0.0,0.0,0.9907407407407407,0,0.12515567,0.8200498,0.070361145,0.11266202,3,18,1743,1,0,1.0,0.46450809464508097,0.0,0,0,661313479,12
6,4,24,1.0,0.0,0,17,5,0,31,0,0,17086,143,18646,0,0.5,0,0.0,0.0,0.0,0.9523809523809523,0,0.12068965,0.72605366,0.029693486,0.051580697,3,24,1105,0,0,1.4,0.4553151458137347,943.5833081950727,0,0,500977500,12
4,3,12,1.0,0.0,0,21,3,0,186,0,1,1779,0,1779,4,0.04408555,7,0.0,0.0,0.0,1.0,1,0.13620369,0.85593045,0.107845165,0.1762517,3,55,4660,4,1,1.0,0.2734423514800248,5886.6501532802,0,0,433283420,12
0,0,0,1.0,1.0,0,14,7,0,23,0,1,33,8357,2,0,0.13761468,0,0.0,0.0,0.0,1.0,0,0.014231775,0.77112985,0.17165263,0.29330024,2,40,3443,3,0,0,0.4124928036845135,0.0,0,0,635103906,12
26,5,130,1.0,0.0,0,15,1,0,40,0,0,2214,-5296,82149,0,0.0065146578,0,0.0,0.0,0.0,0.9439252336448598,1,0.027065359,0.8461175,0.12539889,0.18078037,4,27,8836,3,0,2.5,0.30950129992909475,6.837483023992757,0,0,548161586,12
39,2,78,1.0,0.0,0,21,2,1,125,0,0,2701,0,-1,1,0.0013717421,0,0.0,0.0,0.0,0.9848484848484849,0,0.010876014,0.8050227,0.059125964,0.080441214,3,51,4933,8,0,1.0,0.49084177708495713,4153.958098841941,0,0,334795055,12
34,6,204,1.0,0.0,0,7,4,0,14,0,0,63,-4,0,3,0.040935673,1,0.0,0.0,0.0,0.9809160305343512,0,0.08410111,0.77321047,0.13819985,0.25085762,3,39,4382,3,0,1.2222222,0.4826446280991736,16.357827476038338,0,0,549808651,12
101,4,404,1.0,0.0,0,2,3,0,10,0,0,0,-2645,9,0,0.013605442,1,0.0,0.0,0.0,0.9803921568627452,0,0.11678832,0.5644769,0.074817516,0.20065252,3,14,1429,3,0,4.428571,0.4917933130699088,7505.511546536047,0,0,410096348,12
6,8,48,1.0,0.16666666666666666,1,20,2,0,27,0,1,24,2335,13,0,0.020050125,0,8.0,1.0,0.0,0.9324324324324325,0,0.13343328,0.72113943,0.1694153,0.4050179,2,11,606,0,0,1.0909091,0.5238805970149254,2816.844884488452,0,0,249716392,12
1,2,2,1.0,0.0,1,6,7,0,14,0,0,127,34,-1,0,7.739938E-4,0,0.0,0.0,0.0,0.5,0,0.0,0.8793651,0.07619048,0.09486166,2,25,480,1,0,1.25,0.8031746031746032,1038.9333333333334,0,0,149296151,2
23,5,115,1.0,0.0,0,19,5,1,14,0,1,318300,186,318300,0,0.6315789,0,0.0,0.0,0.0,0.9897959183673469,0,0.15222307,0.743783,0.097211756,0.19664635,3,15,1482,1,0,1.0,0.5342878673700076,0.0,0,0,353597131,12
14,2,28,1.0,0.0,1,14,4,0,32,0,0,872,0,-1,0,4.918839E-4,0,0.0,0.0,0.0,0.9615384615384616,0,0.12601626,0.6585366,0.05691057,0.11965812,2,12,350,1,0,1.2,0.8669354838709677,886.4914285714286,0,0,188149418,5
159,3,477,1.0,0.0,1,0,4,0,16,0,0,3416,-418,-1,0,0.0011641444,0,-3.0,-1.0,0.0,1.0,0,0.10441967,0.7224766,0.10631097,0.20774168,3,22,10097,9,0,1.0,0.4189727254628708,604.7958799643458,0,0,207739395,1
